Age(Year)   Epochs	max_seq_len	    batch_size	attention_heads num_hidden_layers   hidden_size	    lr	        Best Acc
epoch: 13	| Batches: 400	| Total samples: 51200	 |Loss: 2.3627805495262146	| precision: 0.4807	| time: 82.11
epoch: 13	| Batches: 426	| Total samples: 54498	 |Loss: 2.386071260158832	| precision: 0.4785	| time: 21.26
** ** * Saving fine - tuned model ** ** * 
epoch: 14	| Batches: 100	| Total samples: 12800	 |Loss: 2.3535389137268066	| precision: 0.4804	| time: 82.07
epoch: 14	| Batches: 200	| Total samples: 25600	 |Loss: 2.3318348932266235	| precision: 0.4876	| time: 81.77
epoch: 14	| Batches: 300	| Total samples: 38400	 |Loss: 2.337410981655121	| precision: 0.4841	| time: 82.13
epoch: 14	| Batches: 400	| Total samples: 51200	 |Loss: 2.356055510044098	| precision: 0.4822	| time: 82.05
epoch: 14	| Batches: 426	| Total samples: 54498	 |Loss: 2.3529603481292725	| precision: 0.4801	| time: 21.14
** ** * Saving fine - tuned model ** ** * 
epoch: 15	| Batches: 100	| Total samples: 12800	 |Loss: 2.318110134601593	| precision: 0.4913	| time: 82.34
epoch: 15	| Batches: 200	| Total samples: 25600	 |Loss: 2.3278031277656557	| precision: 0.4876	| time: 82.09
epoch: 15	| Batches: 300	| Total samples: 38400	 |Loss: 2.3154523587226867	| precision: 0.4901	| time: 81.89
epoch: 15	| Batches: 400	| Total samples: 51200	 |Loss: 2.3234448504447935	| precision: 0.4888	| time: 82.22
epoch: 15	| Batches: 426	| Total samples: 54498	 |Loss: 2.301233410835266	| precision: 0.4942	| time: 21.21
** ** * Saving fine - tuned model ** ** * 
epoch: 16	| Batches: 100	| Total samples: 12800	 |Loss: 2.2960411286354065	| precision: 0.4946	| time: 81.99
epoch: 16	| Batches: 200	| Total samples: 25600	 |Loss: 2.2974306893348695	| precision: 0.4906	| time: 82.13
epoch: 16	| Batches: 300	| Total samples: 38400	 |Loss: 2.300859034061432	| precision: 0.4911	| time: 82.27
epoch: 16	| Batches: 400	| Total samples: 51200	 |Loss: 2.30182831287384	| precision: 0.4901	| time: 82.20
epoch: 16	| Batches: 426	| Total samples: 54498	 |Loss: 2.294093975654015	| precision: 0.4881	| time: 21.18
** ** * Saving fine - tuned model ** ** * 
epoch: 17	| Batches: 100	| Total samples: 12800	 |Loss: 2.281912610530853	| precision: 0.4938	| time: 82.28
epoch: 17	| Batches: 200	| Total samples: 25600	 |Loss: 2.2965381717681885	| precision: 0.4924	| time: 81.97
epoch: 17	| Batches: 300	| Total samples: 38400	 |Loss: 2.2904929232597353	| precision: 0.4921	| time: 82.25
epoch: 17	| Batches: 400	| Total samples: 51200	 |Loss: 2.2770792174339296	| precision: 0.4923	| time: 81.73
epoch: 17	| Batches: 426	| Total samples: 54498	 |Loss: 2.2812195924612193	| precision: 0.4947	| time: 21.05
** ** * Saving fine - tuned model ** ** * 
epoch: 18	| Batches: 100	| Total samples: 12800	 |Loss: 2.277925605773926	| precision: 0.4952	| time: 82.13
epoch: 18	| Batches: 200	| Total samples: 25600	 |Loss: 2.2597057151794435	| precision: 0.4977	| time: 82.00
epoch: 18	| Batches: 300	| Total samples: 38400	 |Loss: 2.2723666822910307	| precision: 0.4956	| time: 82.02
epoch: 18	| Batches: 400	| Total samples: 51200	 |Loss: 2.251596969366074	| precision: 0.4997	| time: 82.30
epoch: 18	| Batches: 426	| Total samples: 54498	 |Loss: 2.2797957750467153	| precision: 0.4933	| time: 21.11
** ** * Saving fine - tuned model ** ** * 
epoch: 19	| Batches: 100	| Total samples: 12800	 |Loss: 2.2580730319023132	| precision: 0.4993	| time: 82.08
epoch: 19	| Batches: 200	| Total samples: 25600	 |Loss: 2.248706588745117	| precision: 0.4996	| time: 82.27
epoch: 19	| Batches: 300	| Total samples: 38400	 |Loss: 2.2481689870357515	| precision: 0.5004	| time: 82.06
epoch: 19	| Batches: 400	| Total samples: 51200	 |Loss: 2.243086516857147	| precision: 0.5020	| time: 82.26
epoch: 19	| Batches: 426	| Total samples: 54498	 |Loss: 2.2296014382289004	| precision: 0.5006	| time: 21.21
** ** * Saving fine - tuned model ** ** * 
epoch: 20	| Batches: 100	| Total samples: 12800	 |Loss: 2.2355791091918946	| precision: 0.5021	| time: 81.61
epoch: 20	| Batches: 200	| Total samples: 25600	 |Loss: 2.2434488201141356	| precision: 0.5003	| time: 82.43
epoch: 20	| Batches: 300	| Total samples: 38400	 |Loss: 2.238528709411621	| precision: 0.5033	| time: 82.14
epoch: 20	| Batches: 400	| Total samples: 51200	 |Loss: 2.233419862985611	| precision: 0.5010	| time: 81.91
epoch: 20	| Batches: 426	| Total samples: 54498	 |Loss: 2.2433686623206506	| precision: 0.4963	| time: 21.05
** ** * Saving fine - tuned model ** ** * 
epoch: 21	| Batches: 100	| Total samples: 12800	 |Loss: 2.214466986656189	| precision: 0.5035	| time: 82.10
epoch: 21	| Batches: 200	| Total samples: 25600	 |Loss: 2.230367366075516	| precision: 0.5035	| time: 81.90
epoch: 21	| Batches: 300	| Total samples: 38400	 |Loss: 2.211120219230652	| precision: 0.5074	| time: 82.40
epoch: 21	| Batches: 400	| Total samples: 51200	 |Loss: 2.2426736640930174	| precision: 0.5015	| time: 82.20
epoch: 21	| Batches: 426	| Total samples: 54498	 |Loss: 2.2165225652547984	| precision: 0.5084	| time: 21.07
** ** * Saving fine - tuned model ** ** * 
epoch: 22	| Batches: 100	| Total samples: 12800	 |Loss: 2.2034100532531737	| precision: 0.5066	| time: 82.23
epoch: 22	| Batches: 200	| Total samples: 25600	 |Loss: 2.2220931208133696	| precision: 0.5033	| time: 82.16
epoch: 22	| Batches: 300	| Total samples: 38400	 |Loss: 2.2227029955387114	| precision: 0.5044	| time: 82.09
epoch: 22	| Batches: 400	| Total samples: 51200	 |Loss: 2.205805846452713	| precision: 0.5082	| time: 82.26
epoch: 22	| Batches: 426	| Total samples: 54498	 |Loss: 2.197507991240575	| precision: 0.5096	| time: 21.22
** ** * Saving fine - tuned model ** ** * 
epoch: 23	| Batches: 100	| Total samples: 12800	 |Loss: 2.2067348051071165	| precision: 0.5087	| time: 82.32
epoch: 23	| Batches: 200	| Total samples: 25600	 |Loss: 2.201450871229172	| precision: 0.5078	| time: 82.14
epoch: 23	| Batches: 300	| Total samples: 38400	 |Loss: 2.1969354474544525	| precision: 0.5070	| time: 82.24
epoch: 23	| Batches: 400	| Total samples: 51200	 |Loss: 2.1937113213539123	| precision: 0.5073	| time: 82.29
epoch: 23	| Batches: 426	| Total samples: 54498	 |Loss: 2.210419022119962	| precision: 0.5065	| time: 21.18
** ** * Saving fine - tuned model ** ** * 
epoch: 24	| Batches: 100	| Total samples: 12800	 |Loss: 2.1895901727676392	| precision: 0.5123	| time: 82.14
epoch: 24	| Batches: 200	| Total samples: 25600	 |Loss: 2.1778755164146424	| precision: 0.5116	| time: 81.88
epoch: 24	| Batches: 300	| Total samples: 38400	 |Loss: 2.204217290878296	| precision: 0.5084	| time: 82.09
epoch: 24	| Batches: 400	| Total samples: 51200	 |Loss: 2.16710107922554	| precision: 0.5128	| time: 81.82
epoch: 24	| Batches: 426	| Total samples: 54498	 |Loss: 2.178390159056737	| precision: 0.5130	| time: 21.14
** ** * Saving fine - tuned model ** ** * 
epoch: 25	| Batches: 100	| Total samples: 12800	 |Loss: 2.1869863724708556	| precision: 0.5118	| time: 82.30
epoch: 25	| Batches: 200	| Total samples: 25600	 |Loss: 2.1937474417686462	| precision: 0.5101	| time: 82.17
epoch: 25	| Batches: 300	| Total samples: 38400	 |Loss: 2.1673773884773255	| precision: 0.5129	| time: 82.21
epoch: 25	| Batches: 400	| Total samples: 51200	 |Loss: 2.1853107404708862	| precision: 0.5093	| time: 81.95
epoch: 25	| Batches: 426	| Total samples: 54498	 |Loss: 2.1981134231273947	| precision: 0.5113	| time: 21.17
** ** * Saving fine - tuned model ** ** * 
epoch: 26	| Batches: 100	| Total samples: 12800	 |Loss: 2.1718526136875154	| precision: 0.5160	| time: 82.08
epoch: 26	| Batches: 200	| Total samples: 25600	 |Loss: 2.1760781455039977	| precision: 0.5120	| time: 82.29
epoch: 26	| Batches: 300	| Total samples: 38400	 |Loss: 2.1583980667591094	| precision: 0.5139	| time: 82.16
epoch: 26	| Batches: 400	| Total samples: 51200	 |Loss: 2.172249916791916	| precision: 0.5137	| time: 82.16
epoch: 26	| Batches: 426	| Total samples: 54498	 |Loss: 2.141051164040199	| precision: 0.5145	| time: 21.23
** ** * Saving fine - tuned model ** ** * 
epoch: 27	| Batches: 100	| Total samples: 12800	 |Loss: 2.1801917219161986	| precision: 0.5128	| time: 82.03
epoch: 27	| Batches: 200	| Total samples: 25600	 |Loss: 2.1477257204055786	| precision: 0.5178	| time: 82.12
epoch: 27	| Batches: 300	| Total samples: 38400	 |Loss: 2.1647107148170472	| precision: 0.5128	| time: 81.91
epoch: 27	| Batches: 400	| Total samples: 51200	 |Loss: 2.152203359603882	| precision: 0.5150	| time: 82.07
epoch: 27	| Batches: 426	| Total samples: 54498	 |Loss: 2.111403222267444	| precision: 0.5245	| time: 21.26
** ** * Saving fine - tuned model ** ** * 
epoch: 28	| Batches: 100	| Total samples: 12800	 |Loss: 2.144141467809677	| precision: 0.5193	| time: 82.08
epoch: 28	| Batches: 200	| Total samples: 25600	 |Loss: 2.1628900039196015	| precision: 0.5151	| time: 82.18
epoch: 28	| Batches: 300	| Total samples: 38400	 |Loss: 2.146263459920883	| precision: 0.5160	| time: 82.24
epoch: 28	| Batches: 400	| Total samples: 51200	 |Loss: 2.1361247968673704	| precision: 0.5193	| time: 82.46
epoch: 28	| Batches: 426	| Total samples: 54498	 |Loss: 2.126878316585834	| precision: 0.5243	| time: 21.20
** ** * Saving fine - tuned model ** ** * 
epoch: 29	| Batches: 100	| Total samples: 12800	 |Loss: 2.1326479685306547	| precision: 0.5182	| time: 82.42
epoch: 29	| Batches: 200	| Total samples: 25600	 |Loss: 2.159923721551895	| precision: 0.5160	| time: 82.44
epoch: 29	| Batches: 300	| Total samples: 38400	 |Loss: 2.142332297563553	| precision: 0.5190	| time: 82.12
epoch: 29	| Batches: 400	| Total samples: 51200	 |Loss: 2.1390511453151704	| precision: 0.5179	| time: 82.24
epoch: 29	| Batches: 426	| Total samples: 54498	 |Loss: 2.1382039189338684	| precision: 0.5188	| time: 21.24
** ** * Saving fine - tuned model ** ** * 
epoch: 30	| Batches: 100	| Total samples: 12800	 |Loss: 2.124130585193634	| precision: 0.5198	| time: 82.36
epoch: 30	| Batches: 200	| Total samples: 25600	 |Loss: 2.1403898334503175	| precision: 0.5192	| time: 82.43
epoch: 30	| Batches: 300	| Total samples: 38400	 |Loss: 2.125842965841293	| precision: 0.5212	| time: 82.43
epoch: 30	| Batches: 400	| Total samples: 51200	 |Loss: 2.1476316690444945	| precision: 0.5177	| time: 82.50
epoch: 30	| Batches: 426	| Total samples: 54498	 |Loss: 2.1076426139244666	| precision: 0.5249	| time: 21.12
** ** * Saving fine - tuned model ** ** * 
epoch: 31	| Batches: 100	| Total samples: 12800	 |Loss: 2.133207505941391	| precision: 0.5205	| time: 82.55
epoch: 31	| Batches: 200	| Total samples: 25600	 |Loss: 2.1321652054786684	| precision: 0.5191	| time: 82.44
epoch: 31	| Batches: 300	| Total samples: 38400	 |Loss: 2.120390133857727	| precision: 0.5220	| time: 82.33
epoch: 31	| Batches: 400	| Total samples: 51200	 |Loss: 2.133660126924515	| precision: 0.5197	| time: 82.40
epoch: 31	| Batches: 426	| Total samples: 54498	 |Loss: 2.128376869054941	| precision: 0.5204	| time: 21.18
** ** * Saving fine - tuned model ** ** * 
epoch: 32	| Batches: 100	| Total samples: 12800	 |Loss: 2.131545125246048	| precision: 0.5183	| time: 82.30
epoch: 32	| Batches: 200	| Total samples: 25600	 |Loss: 2.125057888031006	| precision: 0.5219	| time: 82.31
epoch: 32	| Batches: 300	| Total samples: 38400	 |Loss: 2.1340380799770355	| precision: 0.5212	| time: 82.37
epoch: 32	| Batches: 400	| Total samples: 51200	 |Loss: 2.113378576040268	| precision: 0.5231	| time: 82.46
epoch: 32	| Batches: 426	| Total samples: 54498	 |Loss: 2.1010570251024685	| precision: 0.5262	| time: 21.31
** ** * Saving fine - tuned model ** ** * 
epoch: 33	| Batches: 100	| Total samples: 12800	 |Loss: 2.1267877233028414	| precision: 0.5212	| time: 82.45
epoch: 33	| Batches: 200	| Total samples: 25600	 |Loss: 2.107737033367157	| precision: 0.5226	| time: 82.46
epoch: 33	| Batches: 300	| Total samples: 38400	 |Loss: 2.1078685414791107	| precision: 0.5216	| time: 82.43
epoch: 33	| Batches: 400	| Total samples: 51200	 |Loss: 2.1129094755649565	| precision: 0.5230	| time: 82.44
epoch: 33	| Batches: 426	| Total samples: 54498	 |Loss: 2.1453375862194943	| precision: 0.5174	| time: 21.12
** ** * Saving fine - tuned model ** ** * 
epoch: 34	| Batches: 100	| Total samples: 12800	 |Loss: 2.0909833836555483	| precision: 0.5260	| time: 82.31
epoch: 34	| Batches: 200	| Total samples: 25600	 |Loss: 2.104351270198822	| precision: 0.5245	| time: 82.51
epoch: 34	| Batches: 300	| Total samples: 38400	 |Loss: 2.10714538693428	| precision: 0.5236	| time: 82.56
epoch: 34	| Batches: 400	| Total samples: 51200	 |Loss: 2.120798043012619	| precision: 0.5225	| time: 82.40
epoch: 34	| Batches: 426	| Total samples: 54498	 |Loss: 2.113106466256655	| precision: 0.5195	| time: 21.26
** ** * Saving fine - tuned model ** ** * 
epoch: 35	| Batches: 100	| Total samples: 12800	 |Loss: 2.115858256816864	| precision: 0.5235	| time: 82.16
epoch: 35	| Batches: 200	| Total samples: 25600	 |Loss: 2.106350704431534	| precision: 0.5218	| time: 82.50
epoch: 35	| Batches: 300	| Total samples: 38400	 |Loss: 2.09229945063591	| precision: 0.5274	| time: 82.17
epoch: 35	| Batches: 400	| Total samples: 51200	 |Loss: 2.1181973695755003	| precision: 0.5198	| time: 82.49
epoch: 35	| Batches: 426	| Total samples: 54498	 |Loss: 2.091769122160398	| precision: 0.5286	| time: 21.26
** ** * Saving fine - tuned model ** ** * 
epoch: 36	| Batches: 100	| Total samples: 12800	 |Loss: 2.1003897380828858	| precision: 0.5217	| time: 82.32
epoch: 36	| Batches: 200	| Total samples: 25600	 |Loss: 2.1083830440044404	| precision: 0.5248	| time: 82.09
epoch: 36	| Batches: 300	| Total samples: 38400	 |Loss: 2.0965743684768676	| precision: 0.5264	| time: 82.48
epoch: 36	| Batches: 400	| Total samples: 51200	 |Loss: 2.101578539609909	| precision: 0.5248	| time: 82.44
epoch: 36	| Batches: 426	| Total samples: 54498	 |Loss: 2.0479571911004872	| precision: 0.5345	| time: 21.22
** ** * Saving fine - tuned model ** ** * 
epoch: 37	| Batches: 100	| Total samples: 12800	 |Loss: 2.0906939828395843	| precision: 0.5260	| time: 82.58
epoch: 37	| Batches: 200	| Total samples: 25600	 |Loss: 2.088467981815338	| precision: 0.5252	| time: 82.43
epoch: 37	| Batches: 300	| Total samples: 38400	 |Loss: 2.0924353516101837	| precision: 0.5290	| time: 82.41
epoch: 37	| Batches: 400	| Total samples: 51200	 |Loss: 2.092418223619461	| precision: 0.5247	| time: 82.82
epoch: 37	| Batches: 426	| Total samples: 54498	 |Loss: 2.1001685490975013	| precision: 0.5232	| time: 21.25
** ** * Saving fine - tuned model ** ** * 
epoch: 38	| Batches: 100	| Total samples: 12800	 |Loss: 2.0970387411117555	| precision: 0.5269	| time: 82.18
epoch: 38	| Batches: 200	| Total samples: 25600	 |Loss: 2.0779614782333375	| precision: 0.5294	| time: 82.54
epoch: 38	| Batches: 300	| Total samples: 38400	 |Loss: 2.087768212556839	| precision: 0.5268	| time: 82.42
epoch: 38	| Batches: 400	| Total samples: 51200	 |Loss: 2.078488862514496	| precision: 0.5264	| time: 82.44
epoch: 38	| Batches: 426	| Total samples: 54498	 |Loss: 2.0961451668005724	| precision: 0.5219	| time: 21.25
** ** * Saving fine - tuned model ** ** * 
epoch: 39	| Batches: 100	| Total samples: 12800	 |Loss: 2.065709220170975	| precision: 0.5296	| time: 82.56
epoch: 39	| Batches: 200	| Total samples: 25600	 |Loss: 2.092208824157715	| precision: 0.5250	| time: 82.38
epoch: 39	| Batches: 300	| Total samples: 38400	 |Loss: 2.0871004593372344	| precision: 0.5255	| time: 82.46
epoch: 39	| Batches: 400	| Total samples: 51200	 |Loss: 2.0724260663986205	| precision: 0.5283	| time: 82.23
epoch: 39	| Batches: 426	| Total samples: 54498	 |Loss: 2.0766100333287167	| precision: 0.5286	| time: 21.20
** ** * Saving fine - tuned model ** ** * 
epoch: 40	| Batches: 100	| Total samples: 12800	 |Loss: 2.084811327457428	| precision: 0.5251	| time: 82.34
epoch: 40	| Batches: 200	| Total samples: 25600	 |Loss: 2.0655385506153108	| precision: 0.5304	| time: 82.60
epoch: 40	| Batches: 300	| Total samples: 38400	 |Loss: 2.0721407389640807	| precision: 0.5274	| time: 82.34
epoch: 40	| Batches: 400	| Total samples: 51200	 |Loss: 2.0642292201519012	| precision: 0.5299	| time: 82.55
epoch: 40	| Batches: 426	| Total samples: 54498	 |Loss: 2.055472424397102	| precision: 0.5332	| time: 21.09
** ** * Saving fine - tuned model ** ** * 
epoch: 41	| Batches: 100	| Total samples: 12800	 |Loss: 2.061357114315033	| precision: 0.5313	| time: 82.54
epoch: 41	| Batches: 200	| Total samples: 25600	 |Loss: 2.070103075504303	| precision: 0.5266	| time: 82.78
epoch: 41	| Batches: 300	| Total samples: 38400	 |Loss: 2.0732745885849	| precision: 0.5274	| time: 82.54
epoch: 41	| Batches: 400	| Total samples: 51200	 |Loss: 2.06527260184288	| precision: 0.5299	| time: 82.53
epoch: 41	| Batches: 426	| Total samples: 54498	 |Loss: 2.0680386378214908	| precision: 0.5298	| time: 21.28
** ** * Saving fine - tuned model ** ** * 
epoch: 42	| Batches: 100	| Total samples: 12800	 |Loss: 2.061068284511566	| precision: 0.5295	| time: 82.49
epoch: 42	| Batches: 200	| Total samples: 25600	 |Loss: 2.0432873463630674	| precision: 0.5334	| time: 82.52
epoch: 42	| Batches: 300	| Total samples: 38400	 |Loss: 2.0694855082035066	| precision: 0.5291	| time: 82.43
epoch: 42	| Batches: 400	| Total samples: 51200	 |Loss: 2.0733711636066436	| precision: 0.5282	| time: 82.16
epoch: 42	| Batches: 426	| Total samples: 54498	 |Loss: 2.037685270492847	| precision: 0.5384	| time: 21.28
** ** * Saving fine - tuned model ** ** * 
epoch: 43	| Batches: 100	| Total samples: 12800	 |Loss: 2.0697925531864168	| precision: 0.5296	| time: 82.36
epoch: 43	| Batches: 200	| Total samples: 25600	 |Loss: 2.0775463235378266	| precision: 0.5284	| time: 82.48
epoch: 43	| Batches: 300	| Total samples: 38400	 |Loss: 2.041437864303589	| precision: 0.5316	| time: 82.26
epoch: 43	| Batches: 400	| Total samples: 51200	 |Loss: 2.074456309080124	| precision: 0.5280	| time: 82.39
epoch: 43	| Batches: 426	| Total samples: 54498	 |Loss: 2.047497272491455	| precision: 0.5249	| time: 21.07
** ** * Saving fine - tuned model ** ** * 
