Age(Year)   Epochs	max_seq_len	    batch_size	attention_heads num_hidden_layers   hidden_size	    lr	        Best Acc
epoch: 8	| Batches: 100	| Total samples: 12800	 |Loss: 4.094600872993469	| precision: 0.3375	| time: 82.29
epoch: 8	| Batches: 200	| Total samples: 25600	 |Loss: 4.093502843379975	| precision: 0.3370	| time: 82.28
epoch: 8	| Batches: 300	| Total samples: 38400	 |Loss: 4.08561637878418	| precision: 0.3377	| time: 82.43
epoch: 8	| Batches: 400	| Total samples: 51200	 |Loss: 4.09651584148407	| precision: 0.3370	| time: 82.25
epoch: 8	| Batches: 426	| Total samples: 54498	 |Loss: 4.09590468956874	| precision: 0.3382	| time: 21.13
** ** * Saving fine - tuned model ** ** * 
epoch: 9	| Batches: 100	| Total samples: 12800	 |Loss: 4.109041857719421	| precision: 0.3340	| time: 82.26
epoch: 9	| Batches: 200	| Total samples: 25600	 |Loss: 4.081685295104981	| precision: 0.3395	| time: 82.66
epoch: 9	| Batches: 300	| Total samples: 38400	 |Loss: 4.113505878448486	| precision: 0.3323	| time: 82.30
epoch: 9	| Batches: 400	| Total samples: 51200	 |Loss: 4.097724556922913	| precision: 0.3367	| time: 82.40
epoch: 9	| Batches: 426	| Total samples: 54498	 |Loss: 4.085013545476473	| precision: 0.3381	| time: 21.40
** ** * Saving fine - tuned model ** ** * 
Best accuracy: 0.3379080957595803
